"Commodity","Country","UOM","Category","SubCategory","YearNum","FoodValue"
"Nonalcoholic beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2013,1983.9
"Liquors and liqueurs","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2013,748799.1
"Live meat animals","WORLD (Quantity)","1,000","Food volume","Foods",2013,6947.3
"Meats","WORLD (Quantity)","1,000 mt","Food volume","Foods",2013,1400.5
"Fish and shellfish","WORLD (Quantity)","1,000 mt","Food volume","Foods",2013,2378.4
"Dairy","WORLD (Quantity)","1,000 mt","Food volume","Foods",2013,273.2
"Vegetables","WORLD (Quantity)","1,000 mt","Food volume","Foods",2013,8976.3
"Fruits","WORLD (Quantity)","1,000 mt","Food volume","Foods",2013,11849.1
"Nuts","WORLD (Quantity)","1,000 mt","Food volume","Foods",2013,425.8
"Coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Food volume","Foods",2013,2087.0
"Grains","WORLD (Quantity)","1,000 mt","Food volume","Foods",2013,12763.1
"Vegetable oils","WORLD (Quantity)","1,000 mt","Food volume","Foods",2013,6281.0
"Sugar and candy","WORLD (Quantity)","1,000 mt","Food volume","Foods",2013,4018.3
"Cocoa and chocolate","WORLD (Quantity)","1,000 mt","Food volume","Foods",2013,1303.4
"Other edible products","WORLD (Quantity)","1,000 mt","Food volume","Foods",2013,1948.8
"Beverages","WORLD (Quantity)","1,000 litpf","Food volume","Foods",2013,6346.6
"Total live animals","WORLD (Quantity)","1,000","Animals","Foods",2014,7232.6
"Bovine animals, live","WORLD (Quantity)","1,000","Animals","Foods",2014,2355.2
"Swine, live","WORLD (Quantity)","1,000","Animals","Foods",2014,4873.3
"Sheep and goats, live","WORLD (Quantity)","1,000","Animals","Foods",2014,4.1
"Live poultry","WORLD (Quantity)","1,000","Animals","Foods",2014,13024.2
"Total red meats, fresh and frozen","WORLD (Quantity)","1,000 mt","Meats","Foods",2014,1519.5
"Fresh or chilled red meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2014,669.2
"Frozen red meats and parts","WORLD (Quantity)","1,000 mt","Meats","Foods",2014,759.5
"Fowl and other meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2014,77.2
"Prepared meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2014,123.5
"Total fish and shellfish","WORLD (Quantity)","1,000 mt","Fish","Foods",2014,2450.0
"Whole fish--fresh, chilled, or frozen","WORLD (Quantity)","1,000 mt","Fish","Foods",2014,329.1
"Fish fillets and mince","WORLD (Quantity)","1,000 mt","Fish","Foods",2014,777.0
"Shellfish, fresh or frozen","WORLD (Quantity)","1,000 mt","Fish","Foods",2014,740.2
"Prepared fish and shellfish","WORLD (Quantity)","1,000 mt","Fish","Foods",2014,603.7
"Total vegetables and preparations","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2014,9560.5
"Fresh vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2014,6538.2
"Frozen vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2014,704.5
"Dried vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2014,605.8
"Prepared or preserved vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2014,1784.5
"Total dairy products","WORLD (Quantity)","1,000 mt","Dairy","Foods",2014,295.9
"Cheese, fresh or processed","WORLD (Quantity)","1,000 mt","Dairy","Foods",2014,164.8
"Yogurt, buttermilk, or whey","WORLD (Quantity)","1,000 mt","Dairy","Foods",2014,71.9
"Milk and cream","WORLD (Quantity)","1,000 mt","Dairy","Foods",2014,39.4
"Butter or spreads","WORLD (Quantity)","1,000 mt","Dairy","Foods",2014,19.8
"Total fruit and preparations","WORLD (Quantity)","1,000 mt","Fruits","Foods",2014,12175.5
"Fresh or chilled fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2014,10371.3
"Bananas and plantains","WORLD (Quantity)","1,000 mt","Fruits","Foods",2014,4897.7
"Frozen fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2014,371.5
"Dried, prepared or preserved fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2014,1428.3
"Fruit juices","WORLD (Quantity)","1,000 mt","Fruits","Foods",2014,4.4
"Total nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2014,472.7
"Tree nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2014,357.9
"Cashew nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2014,138.3
"Prepared tree nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2014,73.2
"Ground nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2014,41.7
"Total coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",2014,2112.4
"Coffee beans, unroasted","WORLD (Quantity)","1,000 mt","Coffee","Foods",2014,1457.1
"Coffee, roasted and instant","WORLD (Quantity)","1,000 mt","Coffee","Foods",2014,68.3
"Coffee extracts and preparations","WORLD (Quantity)","1,000 mt","Coffee","Foods",2014,49.6
"Tea and mate","WORLD (Quantity)","1,000 mt","Coffee","Foods",2014,199.6
"Spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",2014,337.8
"Total grains and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2014,11077.7
"Bulk grains","WORLD (Quantity)","1,000 mt","Grains","Foods",2014,7358.1
"Wheat and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2014,4169.4
"Rice and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2014,741.1
"Milled grain products","WORLD (Quantity)","1,000 mt","Grains","Foods",2014,1713.3
"Cereal and bakery foods","WORLD (Quantity)","1,000 mt","Grains","Foods",2014,2006.3
"Total vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2014,4138.4
"Crude vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2014,891.1
"Refined vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2014,3245.3
"Olive oil","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2014,296.5
"Tropical oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2014,2006.1
"Oilseeds","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2014,3371.3
"Total sweeteners and candy","WORLD (Quantity)","1,000 mt","Sweets","Foods",2014,4232.1
"Sugar, cane and beet","WORLD (Quantity)","1,000 mt","Sweets","Foods",2014,3031.0
"Other sweeteners and syrups","WORLD (Quantity)","1,000 mt","Sweets","Foods",2014,597.5
"Confections","WORLD (Quantity)","1,000 mt","Sweets","Foods",2014,603.7
"Total cocoa and products","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2014,1295.8
"Cocoa beans","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2014,437.4
"Cocoa paste, butter, and powder","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2014,336.7
"Chocolate","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2014,521.4
"Sauces, soups, prepared foods","WORLD (Quantity)","1,000 mt","Other","Foods",2014,1120.6
"Essential oils","WORLD (Quantity)","1,000 mt","Other","Foods",2014,91.2
"Animal and other fats","WORLD (Quantity)","1,000 mt","Other","Foods",2014,229.5
"Other edible products","WORLD (Quantity)","1,000 mt","Other","Foods",2014,620.9
"Total beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2014,6674.1
"Wine","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2014,1132.5
"Malt beer","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2014,3443.1
"Nonalcoholic beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2014,2098.5
"Liquors and liqueurs","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2014,696912.2
"Live meat animals","WORLD (Quantity)","1,000","Food volume","Foods",2014,7232.6
"Meats","WORLD (Quantity)","1,000 mt","Food volume","Foods",2014,1720.2
"Fish and shellfish","WORLD (Quantity)","1,000 mt","Food volume","Foods",2014,2450.0
"Dairy","WORLD (Quantity)","1,000 mt","Food volume","Foods",2014,295.9
"Vegetables","WORLD (Quantity)","1,000 mt","Food volume","Foods",2014,9560.5
"Fruits","WORLD (Quantity)","1,000 mt","Food volume","Foods",2014,12175.5
"Nuts","WORLD (Quantity)","1,000 mt","Food volume","Foods",2014,472.7
"Coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Food volume","Foods",2014,2112.4
"Grains","WORLD (Quantity)","1,000 mt","Food volume","Foods",2014,11077.7
"Vegetable oils","WORLD (Quantity)","1,000 mt","Food volume","Foods",2014,7509.7
"Sugar and candy","WORLD (Quantity)","1,000 mt","Food volume","Foods",2014,4232.1
"Cocoa and chocolate","WORLD (Quantity)","1,000 mt","Food volume","Foods",2014,1295.8
"Other edible products","WORLD (Quantity)","1,000 mt","Food volume","Foods",2014,2062.2
"Beverages","WORLD (Quantity)","1,000 litpf","Food volume","Foods",2014,6674.1
"Total live animals","WORLD (Quantity)","1,000","Animals","Foods",2015,7661.2
"Bovine animals, live","WORLD (Quantity)","1,000","Animals","Foods",2015,1996.2
"Swine, live","WORLD (Quantity)","1,000","Animals","Foods",2015,5656.9
"Sheep and goats, live","WORLD (Quantity)","1,000","Animals","Foods",2015,8.1
"Live poultry","WORLD (Quantity)","1,000","Animals","Foods",2015,15238.0
"Total red meats, fresh and frozen","WORLD (Quantity)","1,000 mt","Meats","Foods",2015,1690.6
"Fresh or chilled red meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2015,754.0
"Frozen red meats and parts","WORLD (Quantity)","1,000 mt","Meats","Foods",2015,841.4
"Fowl and other meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2015,93.0
"Prepared meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2015,159.2
"Total fish and shellfish","WORLD (Quantity)","1,000 mt","Fish","Foods",2015,2496.3
"Whole fish--fresh, chilled, or frozen","WORLD (Quantity)","1,000 mt","Fish","Foods",2015,364.7
"Fish fillets and mince","WORLD (Quantity)","1,000 mt","Fish","Foods",2015,784.0
"Shellfish, fresh or frozen","WORLD (Quantity)","1,000 mt","Fish","Foods",2015,744.3
"Prepared fish and shellfish","WORLD (Quantity)","1,000 mt","Fish","Foods",2015,603.2
"Total vegetables and preparations","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2015,9717.4
"Fresh vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2015,6605.0
"Frozen vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2015,767.4
"Dried vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2015,527.3
"Prepared or preserved vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2015,1920.1
"Total dairy products","WORLD (Quantity)","1,000 mt","Dairy","Foods",2015,354.9
"Cheese, fresh or processed","WORLD (Quantity)","1,000 mt","Dairy","Foods",2015,197.8
"Yogurt, buttermilk, or whey","WORLD (Quantity)","1,000 mt","Dairy","Foods",2015,78.8
"Milk and cream","WORLD (Quantity)","1,000 mt","Dairy","Foods",2015,43.0
"Butter or spreads","WORLD (Quantity)","1,000 mt","Dairy","Foods",2015,35.3
"Total fruit and preparations","WORLD (Quantity)","1,000 mt","Fruits","Foods",2015,12884.0
"Fresh or chilled fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2015,10868.0
"Bananas and plantains","WORLD (Quantity)","1,000 mt","Fruits","Foods",2015,4959.8
"Frozen fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2015,449.5
"Dried, prepared or preserved fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2015,1560.7
"Fruit juices","WORLD (Quantity)","1,000 mt","Fruits","Foods",2015,5.9
"Total nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2015,507.3
"Tree nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2015,373.7
"Cashew nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2015,152.8
"Prepared tree nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2015,87.8
"Ground nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2015,45.9
"Total coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",2015,2161.0
"Coffee beans, unroasted","WORLD (Quantity)","1,000 mt","Coffee","Foods",2015,1461.3
"Coffee, roasted and instant","WORLD (Quantity)","1,000 mt","Coffee","Foods",2015,76.0
"Coffee extracts and preparations","WORLD (Quantity)","1,000 mt","Coffee","Foods",2015,48.4
"Tea and mate","WORLD (Quantity)","1,000 mt","Coffee","Foods",2015,202.3
"Spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",2015,373.0
"Total grains and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2015,10682.8
"Bulk grains","WORLD (Quantity)","1,000 mt","Grains","Foods",2015,6663.6
"Wheat and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2015,3172.3
"Rice and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2015,743.4
"Milled grain products","WORLD (Quantity)","1,000 mt","Grains","Foods",2015,1852.8
"Cereal and bakery foods","WORLD (Quantity)","1,000 mt","Grains","Foods",2015,2166.4
"Total vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2015,4334.6
"Crude vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2015,844.8
"Refined vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2015,3487.8
"Olive oil","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2015,298.5
"Tropical oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2015,2040.5
"Oilseeds","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2015,1685.2
"Total sweeteners and candy","WORLD (Quantity)","1,000 mt","Sweets","Foods",2015,4414.4
"Sugar, cane and beet","WORLD (Quantity)","1,000 mt","Sweets","Foods",2015,3197.8
"Other sweeteners and syrups","WORLD (Quantity)","1,000 mt","Sweets","Foods",2015,628.3
"Confections","WORLD (Quantity)","1,000 mt","Sweets","Foods",2015,588.3
"Total cocoa and products","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2015,1336.7
"Cocoa beans","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2015,479.0
"Cocoa paste, butter, and powder","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2015,314.6
"Chocolate","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2015,543.0
"Sauces, soups, prepared foods","WORLD (Quantity)","1,000 mt","Other","Foods",2015,1162.7
"Essential oils","WORLD (Quantity)","1,000 mt","Other","Foods",2015,95.6
"Animal and other fats","WORLD (Quantity)","1,000 mt","Other","Foods",2015,242.5
"Other edible products","WORLD (Quantity)","1,000 mt","Other","Foods",2015,471.1
"Total beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2015,7232.6
"Wine","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2015,1191.5
"Malt beer","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2015,3658.2
"Nonalcoholic beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2015,2382.9
"Liquors and liqueurs","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2015,708323.0
"Live meat animals","WORLD (Quantity)","1,000","Food volume","Foods",2015,7661.2
"Meats","WORLD (Quantity)","1,000 mt","Food volume","Foods",2015,1942.8
"Fish and shellfish","WORLD (Quantity)","1,000 mt","Food volume","Foods",2015,2496.3
"Dairy","WORLD (Quantity)","1,000 mt","Food volume","Foods",2015,354.9
"Vegetables","WORLD (Quantity)","1,000 mt","Food volume","Foods",2015,9717.4
"Fruits","WORLD (Quantity)","1,000 mt","Food volume","Foods",2015,12884.0
"Nuts","WORLD (Quantity)","1,000 mt","Food volume","Foods",2015,507.3
"Coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Food volume","Foods",2015,2161.0
"Grains","WORLD (Quantity)","1,000 mt","Food volume","Foods",2015,10682.8
"Vegetable oils","WORLD (Quantity)","1,000 mt","Food volume","Foods",2015,6019.8
"Sugar and candy","WORLD (Quantity)","1,000 mt","Food volume","Foods",2015,4414.4
"Cocoa and chocolate","WORLD (Quantity)","1,000 mt","Food volume","Foods",2015,1336.7
"Other edible products","WORLD (Quantity)","1,000 mt","Food volume","Foods",2015,1971.9
"Beverages","WORLD (Quantity)","1,000 litpf","Food volume","Foods",2015,7232.6
"Total live animals","WORLD (Quantity)","1,000","Animals","Foods",2016,7336.2
"Bovine animals, live","WORLD (Quantity)","1,000","Animals","Foods",2016,1715.4
"Swine, live","WORLD (Quantity)","1,000","Animals","Foods",2016,5599.5
"Sheep and goats, live","WORLD (Quantity)","1,000","Animals","Foods",2016,21.2
"Live poultry","WORLD (Quantity)","1,000","Animals","Foods",2016,17943.3
"Total red meats, fresh and frozen","WORLD (Quantity)","1,000 mt","Meats","Foods",2016,1563.3
"Fresh or chilled red meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2016,769.5
"Frozen red meats and parts","WORLD (Quantity)","1,000 mt","Meats","Foods",2016,696.4
"Fowl and other meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2016,95.1
"Prepared meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2016,166.4
"Total fish and shellfish","WORLD (Quantity)","1,000 mt","Fish","Foods",2016,2553.5
"Whole fish--fresh, chilled, or frozen","WORLD (Quantity)","1,000 mt","Fish","Foods",2016,399.0
"Fish fillets and mince","WORLD (Quantity)","1,000 mt","Fish","Foods",2016,787.9
"Shellfish, fresh or frozen","WORLD (Quantity)","1,000 mt","Fish","Foods",2016,761.8
"Prepared fish and shellfish","WORLD (Quantity)","1,000 mt","Fish","Foods",2016,604.7
"Total vegetables and preparations","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2016,10573.1
"Fresh vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2016,7356.1
"Frozen vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2016,771.0
"Dried vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2016,538.9
"Prepared or preserved vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2016,2009.6
"Total dairy products","WORLD (Quantity)","1,000 mt","Dairy","Foods",2016,385.2
"Cheese, fresh or processed","WORLD (Quantity)","1,000 mt","Dairy","Foods",2016,205.3
"Yogurt, buttermilk, or whey","WORLD (Quantity)","1,000 mt","Dairy","Foods",2016,87.3
"Milk and cream","WORLD (Quantity)","1,000 mt","Dairy","Foods",2016,49.7
"Butter or spreads","WORLD (Quantity)","1,000 mt","Dairy","Foods",2016,42.9
"Total fruit and preparations","WORLD (Quantity)","1,000 mt","Fruits","Foods",2016,13269.2
"Fresh or chilled fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2016,11270.5
"Bananas and plantains","WORLD (Quantity)","1,000 mt","Fruits","Foods",2016,4951.6
"Frozen fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2016,410.0
"Dried, prepared or preserved fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2016,1582.2
"Fruit juices","WORLD (Quantity)","1,000 mt","Fruits","Foods",2016,6.6
"Total nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2016,514.1
"Tree nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2016,367.0
"Cashew nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2016,147.3
"Prepared tree nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2016,92.1
"Ground nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2016,55.0
"Total coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",2016,2235.8
"Coffee beans, unroasted","WORLD (Quantity)","1,000 mt","Coffee","Foods",2016,1515.6
"Coffee, roasted and instant","WORLD (Quantity)","1,000 mt","Coffee","Foods",2016,85.2
"Coffee extracts and preparations","WORLD (Quantity)","1,000 mt","Coffee","Foods",2016,48.4
"Tea and mate","WORLD (Quantity)","1,000 mt","Coffee","Foods",2016,200.7
"Spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",2016,386.1
"Total grains and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2016,10671.4
"Bulk grains","WORLD (Quantity)","1,000 mt","Grains","Foods",2016,6356.5
"Wheat and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2016,2931.8
"Rice and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2016,752.5
"Milled grain products","WORLD (Quantity)","1,000 mt","Grains","Foods",2016,1900.8
"Cereal and bakery foods","WORLD (Quantity)","1,000 mt","Grains","Foods",2016,2414.0
"Total vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2016,4725.1
"Crude vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2016,793.0
"Refined vegetable oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2016,3930.4
"Olive oil","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2016,316.3
"Tropical oils","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2016,2155.4
"Oilseeds","WORLD (Quantity)","1,000 mt","VegetablesOil","Foods",2016,1474.8
"Total sweeteners and candy","WORLD (Quantity)","1,000 mt","Sweets","Foods",2016,4333.6
"Sugar, cane and beet","WORLD (Quantity)","1,000 mt","Sweets","Foods",2016,3114.2
"Other sweeteners and syrups","WORLD (Quantity)","1,000 mt","Sweets","Foods",2016,588.6
"Confections","WORLD (Quantity)","1,000 mt","Sweets","Foods",2016,630.8
"Total cocoa and products","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2016,1365.8
"Cocoa beans","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2016,421.2
"Cocoa paste, butter, and powder","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2016,367.0
"Chocolate","WORLD (Quantity)","1,000 mt","Cocoa","Foods",2016,577.5
"Sauces, soups, prepared foods","WORLD (Quantity)","1,000 mt","Other","Foods",2016,1261.3
"Essential oils","WORLD (Quantity)","1,000 mt","Other","Foods",2016,98.1
"Animal and other fats","WORLD (Quantity)","1,000 mt","Other","Foods",2016,278.9
"Other edible products","WORLD (Quantity)","1,000 mt","Other","Foods",2016,372.2
"Total beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2016,7762.9
"Wine","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2016,1210.5
"Malt beer","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2016,3897.3
"Nonalcoholic beverages","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2016,2655.1
"Liquors and liqueurs","WORLD (Quantity)","1,000 litpf","Beverages","Foods",2016,740349.3
"Live meat animals","WORLD (Quantity)","1,000","Food volume","Foods",2016,7336.2
"Meats","WORLD (Quantity)","1,000 mt","Food volume","Foods",2016,1824.8
"Fish and shellfish","WORLD (Quantity)","1,000 mt","Food volume","Foods",2016,2553.5
"Dairy","WORLD (Quantity)","1,000 mt","Food volume","Foods",2016,385.2
"Vegetables","WORLD (Quantity)","1,000 mt","Food volume","Foods",2016,10573.1
"Fruits","WORLD (Quantity)","1,000 mt","Food volume","Foods",2016,13269.2
"Nuts","WORLD (Quantity)","1,000 mt","Food volume","Foods",2016,514.1
"Coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Food volume","Foods",2016,2235.8
"Grains","WORLD (Quantity)","1,000 mt","Food volume","Foods",2016,10671.4
"Vegetable oils","WORLD (Quantity)","1,000 mt","Food volume","Foods",2016,6199.9
"Sugar and candy","WORLD (Quantity)","1,000 mt","Food volume","Foods",2016,4333.6
"Cocoa and chocolate","WORLD (Quantity)","1,000 mt","Food volume","Foods",2016,1365.8
"Other edible products","WORLD (Quantity)","1,000 mt","Food volume","Foods",2016,2010.5
"Beverages","WORLD (Quantity)","1,000 litpf","Food volume","Foods",2016,7762.9
"Total live animals","WORLD (Quantity)","1,000","Animals","Foods",2017,7363.3
"Bovine animals, live","WORLD (Quantity)","1,000","Animals","Foods",2017,1816.5
"Swine, live","WORLD (Quantity)","1,000","Animals","Foods",2017,5538.0
"Sheep and goats, live","WORLD (Quantity)","1,000","Animals","Foods",2017,8.8
"Live poultry","WORLD (Quantity)","1,000","Animals","Foods",2017,14139.7
"Total red meats, fresh and frozen","WORLD (Quantity)","1,000 mt","Meats","Foods",2017,1604.4
"Fresh or chilled red meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2017,778.7
"Frozen red meats and parts","WORLD (Quantity)","1,000 mt","Meats","Foods",2017,716.0
"Fowl and other meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2017,80.6
"Prepared meats","WORLD (Quantity)","1,000 mt","Meats","Foods",2017,162.8
"Total fish and shellfish","WORLD (Quantity)","1,000 mt","Fish","Foods",2017,2621.8
"Whole fish--fresh, chilled, or frozen","WORLD (Quantity)","1,000 mt","Fish","Foods",2017,402.5
"Fish fillets and mince","WORLD (Quantity)","1,000 mt","Fish","Foods",2017,766.8
"Shellfish, fresh or frozen","WORLD (Quantity)","1,000 mt","Fish","Foods",2017,808.5
"Prepared fish and shellfish","WORLD (Quantity)","1,000 mt","Fish","Foods",2017,644.0
"Total vegetables and preparations","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2017,11053.6
"Fresh vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2017,7572.9
"Frozen vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2017,779.1
"Dried vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2017,638.2
"Prepared or preserved vegetables","WORLD (Quantity)","1,000 mt","Vegetables","Foods",2017,2170.2
"Total dairy products","WORLD (Quantity)","1,000 mt","Dairy","Foods",2017,367.0
"Cheese, fresh or processed","WORLD (Quantity)","1,000 mt","Dairy","Foods",2017,182.4
"Yogurt, buttermilk, or whey","WORLD (Quantity)","1,000 mt","Dairy","Foods",2017,88.9
"Milk and cream","WORLD (Quantity)","1,000 mt","Dairy","Foods",2017,56.9
"Butter or spreads","WORLD (Quantity)","1,000 mt","Dairy","Foods",2017,38.8
"Total fruit and preparations","WORLD (Quantity)","1,000 mt","Fruits","Foods",2017,13624.4
"Fresh or chilled fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2017,11685.2
"Bananas and plantains","WORLD (Quantity)","1,000 mt","Fruits","Foods",2017,5196.1
"Frozen fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2017,369.8
"Dried, prepared or preserved fruit","WORLD (Quantity)","1,000 mt","Fruits","Foods",2017,1566.0
"Fruit juices","WORLD (Quantity)","1,000 mt","Fruits","Foods",2017,3.5
"Total nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2017,544.8
"Tree nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2017,360.1
"Cashew nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2017,153.8
"Prepared tree nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2017,106.0
"Ground nuts","WORLD (Quantity)","1,000 mt","Nuts","Foods",2017,78.6
"Total coffee, tea, and spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",2017,2276.2
"Coffee beans, unroasted","WORLD (Quantity)","1,000 mt","Coffee","Foods",2017,1532.3
"Coffee, roasted and instant","WORLD (Quantity)","1,000 mt","Coffee","Foods",2017,93.2
"Coffee extracts and preparations","WORLD (Quantity)","1,000 mt","Coffee","Foods",2017,52.3
"Tea and mate","WORLD (Quantity)","1,000 mt","Coffee","Foods",2017,193.7
"Spices","WORLD (Quantity)","1,000 mt","Coffee","Foods",2017,404.8
"Total grains and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2017,11505.7
"Bulk grains","WORLD (Quantity)","1,000 mt","Grains","Foods",2017,6928.2
"Wheat and products","WORLD (Quantity)","1,000 mt","Grains","Foods",2017,3581.8
